planet_name,qrid,@qrcodeimage
The Planet of Evolving Contemplation,d8848d8f5b254405b848c7b61087ffe5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d8848d8f5b254405b848c7b61087ffe5.png
The Planet of Biological Fauna,7b3adea63dec4be495679fcdd745a6a6,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:7b3adea63dec4be495679fcdd745a6a6.png
The Planet of Cybernetic Computation,1128ccecec394cd38334b8b5c6a2c846,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1128ccecec394cd38334b8b5c6a2c846.png
The Planet of Computational Friendship,b1f80d3aaba241b4b26ba59092811985,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b1f80d3aaba241b4b26ba59092811985.png
The Planet of Adaptive Play,11d35c54fdb343f5a86483fb06e3e455,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:11d35c54fdb343f5a86483fb06e3e455.png
The Planet of Circulating Utopia,6673a845e77049e8a240c748a9c23638,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6673a845e77049e8a240c748a9c23638.png
The Planet of Circular Balance,c04b790b1327476b914b5bfa11f65962,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c04b790b1327476b914b5bfa11f65962.png
The Planet of Looping Utopia,0d08897f5f0143069d12bea1cc0b88ec,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0d08897f5f0143069d12bea1cc0b88ec.png
The Planet of Designed Systems,9ee93155af0e46cda50ef200aca60b51,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:9ee93155af0e46cda50ef200aca60b51.png
The Planet of General Agents,ce7b48ba64114bbabd040f23262a81ca,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ce7b48ba64114bbabd040f23262a81ca.png
The Planet of Flourishing Play,f82e517226a14777aa6934614caa26f7,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f82e517226a14777aa6934614caa26f7.png
The Planet of Circular Flora,59cd1f046e8b4751951da2a30c7c4686,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:59cd1f046e8b4751951da2a30c7c4686.png
The Planet of Balanced Theories,233b1cb5c98d4d699aa4e96b8f86e165,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:233b1cb5c98d4d699aa4e96b8f86e165.png
The Planet of Autonomous Contemplation,e3f0ab5c34e74eff8d483f6d3cf1c110,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:e3f0ab5c34e74eff8d483f6d3cf1c110.png
The Planet of Variable Complexity,d65973d8ef4e48d083cb5490359e3ba3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d65973d8ef4e48d083cb5490359e3ba3.png
The Planet of Adaptive Networks,0fbfaf76e9ee45258bf4a9915478e62a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0fbfaf76e9ee45258bf4a9915478e62a.png
The Planet of Economic Art,d5801c9fd29747499e40d8b1a4f4d237,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d5801c9fd29747499e40d8b1a4f4d237.png
The Planet of Controlled Production,f62f0147eebc4e8d9a508cae47fdc3b6,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f62f0147eebc4e8d9a508cae47fdc3b6.png
The Planet of Balanced Organizations,aa460509d30e4b8a919e9479cde0048c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:aa460509d30e4b8a919e9479cde0048c.png
The Planet of Anarchic Circulation,af90cd00e9354a5487d838f70bb372ec,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:af90cd00e9354a5487d838f70bb372ec.png
The Planet of Looping Chaos,800ed82ada844f42bae036c1f2c8fada,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:800ed82ada844f42bae036c1f2c8fada.png
The Planet of Harmonious Flora,fc2d109f46a942fdacddbaf58c67ce9e,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:fc2d109f46a942fdacddbaf58c67ce9e.png
The Planet of Anarchic Circulation,105c9d61dcf04edf8b0e8fbf0b77240e,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:105c9d61dcf04edf8b0e8fbf0b77240e.png
The Planet of Circulating Balance,5c2fea3b64ac42cb83fe5f611daa4d82,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:5c2fea3b64ac42cb83fe5f611daa4d82.png
The Planet of Designed Varieties,ab62139b04554bb6a1253b328ecee200,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ab62139b04554bb6a1253b328ecee200.png
The Planet of Anarchic Exchange,084dd6c0e83c40d493014d420ff334d5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:084dd6c0e83c40d493014d420ff334d5.png
The Planet of Variable Systems,8586710a853143249af2f5bc0cbbe7c3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:8586710a853143249af2f5bc0cbbe7c3.png
The Planet of Chaotic Flora,ff88988f699e48578b3cdbba5e1391f1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ff88988f699e48578b3cdbba5e1391f1.png
The Planet of Cybernetic Art,208e186086b54a14874ae544d904776c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:208e186086b54a14874ae544d904776c.png
The Planet of Circulating Systems,f510a6840a994f0ba640b545a19ef98b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f510a6840a994f0ba640b545a19ef98b.png
The Planet of Anarchic Art,0be09ccfb0e645e996e32f7278d45dea,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0be09ccfb0e645e996e32f7278d45dea.png
The Planet of Flourishing Loops,42a5ffa721bb48b39d117ff0ff76f193,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:42a5ffa721bb48b39d117ff0ff76f193.png
The Planet of Harmonious Chaos,acc8efbd104c4a14aa61667029356637,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:acc8efbd104c4a14aa61667029356637.png
The Planet of Artistic Varieties,0b25a8106f7d461cabb4153f5b447ad9,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0b25a8106f7d461cabb4153f5b447ad9.png
The Planet of Biological Functions,b8120f7dc53f48f99d8d5ef7610b7498,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b8120f7dc53f48f99d8d5ef7610b7498.png
The Planet of Cryptographic Varieties,3d14e2cccf994fd2a48d959a1faf0dd4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3d14e2cccf994fd2a48d959a1faf0dd4.png
The Planet of Chaotic Theories,c8e22a6d76944715b9133db590f1d00c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c8e22a6d76944715b9133db590f1d00c.png
The Planet of Flourishing Functions,960647da52394f50ada38a5a2a205678,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:960647da52394f50ada38a5a2a205678.png
The Planet of Simulated Exchange,884ce231026548e5ad82108f95761670,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:884ce231026548e5ad82108f95761670.png
The Planet of Cybernetic Agents,08203f1df7124b4390027242ac51a18b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:08203f1df7124b4390027242ac51a18b.png
The Planet of General Communication,04cc200279754d0787e4e07af4d363af,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:04cc200279754d0787e4e07af4d363af.png
The Planet of Complex Networks,547b18c3ff8e44e496547905794f7d11,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:547b18c3ff8e44e496547905794f7d11.png
The Planet of Designed Utopia,6f72c73814314975a2935795aa208de4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6f72c73814314975a2935795aa208de4.png
The Planet of Computational Circulation,4bf14e0426b7495c92cc8315340043c4,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4bf14e0426b7495c92cc8315340043c4.png
The Planet of Organized Varieties,2a9315bd0673436a8603dd4961586a88,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:2a9315bd0673436a8603dd4961586a88.png
The Planet of Balanced Languages,7fd0ea03b0e849f9ae623d583d0740ed,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:7fd0ea03b0e849f9ae623d583d0740ed.png
The Planet of Cryptographic Balance,0776c9beadd64b04abb29f700a465fb0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0776c9beadd64b04abb29f700a465fb0.png
The Planet of Meta Agents,538042c967264662be5b23d91798d0e3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:538042c967264662be5b23d91798d0e3.png
The Planet of Systemic Complexity,ffc3c982edc2413dbc50db0cbcf00938,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ffc3c982edc2413dbc50db0cbcf00938.png
The Planet of Organized Societies,f7661ef2101e47e8ad3fb5708c2edfb8,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f7661ef2101e47e8ad3fb5708c2edfb8.png
The Planet of Computational Utopia,a9bc01032c8a462280bc2598b8f0e666,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:a9bc01032c8a462280bc2598b8f0e666.png
The Planet of Biological Fauna,bd513215ff9e440ca5a49e601f2ddfe1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:bd513215ff9e440ca5a49e601f2ddfe1.png
The Planet of Balanced Systems,420c7e84ce814c76b927843425d4f3a3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:420c7e84ce814c76b927843425d4f3a3.png
The Planet of Controlled Systems,b2cca7ec5d294a26888425e93259b1c3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b2cca7ec5d294a26888425e93259b1c3.png
The Planet of Forking Agents,0056fdfe297543b3bcecdc2cf52ac1f1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0056fdfe297543b3bcecdc2cf52ac1f1.png
The Planet of Organized Feedback,4eb7a5c6b86f4bd3bd0248f5040bd596,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4eb7a5c6b86f4bd3bd0248f5040bd596.png
The Planet of Anarchic Languages,0474137657f44cb687248e4556e7002c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0474137657f44cb687248e4556e7002c.png
The Planet of Adaptive Networks,d9a37910ceb349cb840efc9ec51fa620,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d9a37910ceb349cb840efc9ec51fa620.png
The Planet of Harmonious Functions,09726b773e254e94a7ffb3fa7c9e05f3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:09726b773e254e94a7ffb3fa7c9e05f3.png
The Planet of Cryptographic Networks,009d628b1da54f87b96190ef0bb4aa48,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:009d628b1da54f87b96190ef0bb4aa48.png
The Planet of Organized Balance,6abb431cdcc84c488eb1775c2e62e7fc,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6abb431cdcc84c488eb1775c2e62e7fc.png
The Planet of Biological Governance,3a2e67763b324ec6bbd64b9fce6bde1f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3a2e67763b324ec6bbd64b9fce6bde1f.png
The Planet of Simulated Languages,dd6ff71f20b849e59ee15c656f83cdb1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:dd6ff71f20b849e59ee15c656f83cdb1.png
The Planet of Social Languages,f55761db02004390870d3a46cdc18d01,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f55761db02004390870d3a46cdc18d01.png
The Planet of Biological Loops,a1d28a8596284e65b089be36d9fe9780,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:a1d28a8596284e65b089be36d9fe9780.png
The Planet of Economic Feedback,fb50b64e3b244cd0b4bad17072c92644,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:fb50b64e3b244cd0b4bad17072c92644.png
The Planet of Simulated Functions,3b21cb0917ae4a8db73ac9e1c0259c9f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:3b21cb0917ae4a8db73ac9e1c0259c9f.png
The Planet of Variable Complexity,c87032f574834a338368ac810afdd30b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:c87032f574834a338368ac810afdd30b.png
The Planet of Forking Balance,0b23967fe57a42a1975be5b4800c7720,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0b23967fe57a42a1975be5b4800c7720.png
The Planet of Cryptographic Biologies,ed8e25c08c3c4dbb84e6dff4168c1d9e,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ed8e25c08c3c4dbb84e6dff4168c1d9e.png
The Planet of Biological Contemplation,19f181376aa94b018ff6884e74753bd9,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:19f181376aa94b018ff6884e74753bd9.png
The Planet of Controlled Computation,ad38a4c72d3d4a8fb05115952387e72d,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ad38a4c72d3d4a8fb05115952387e72d.png
The Planet of Theoretical Governance,ebc34fef36b14b5b97cdea29199c0952,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ebc34fef36b14b5b97cdea29199c0952.png
The Planet of Organized Communication,ee7fe75ae7084d03b1960c2837d43ab6,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:ee7fe75ae7084d03b1960c2837d43ab6.png
The Planet of Autonomous Communication,4fb2e7bb92ce4e1cb5c484a62a2c217f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4fb2e7bb92ce4e1cb5c484a62a2c217f.png
The Planet of Looping Agents,31c5caa2020645f0883b492690481c62,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:31c5caa2020645f0883b492690481c62.png
The Planet of Designed Art,1fd41e0a3f86478c8a8232d5d2c8343d,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1fd41e0a3f86478c8a8232d5d2c8343d.png
The Planet of Meta Production,0262f80fe3ae4657ab710322ad863828,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:0262f80fe3ae4657ab710322ad863828.png
The Planet of Chaotic Communication,6d83b15fa94a49fe8370366f5bdb09cd,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6d83b15fa94a49fe8370366f5bdb09cd.png
The Planet of Economic Agents,92af896ad6ad4afdbdf6638e8bc44170,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:92af896ad6ad4afdbdf6638e8bc44170.png
The Planet of Artistic Languages,86f544513f3646e6bd652c029b3f88c3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:86f544513f3646e6bd652c029b3f88c3.png
The Planet of Forking Exchange,5ba209c086854864b21930c833c1ffd3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:5ba209c086854864b21930c833c1ffd3.png
The Planet of Controlled Economies,cf63433d6a2f4a1a9c26df7e937fa38b,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:cf63433d6a2f4a1a9c26df7e937fa38b.png
The Planet of Systemic Circulation,f84ee727baba40d8b87ae3c12994f3b0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f84ee727baba40d8b87ae3c12994f3b0.png
The Planet of Balanced Agents,527ce20776fa4711bd5c13f2c33d7a70,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:527ce20776fa4711bd5c13f2c33d7a70.png
The Planet of Organized Computation,d8900df8fe984da8b6e324842e283e9a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d8900df8fe984da8b6e324842e283e9a.png
The Planet of Social Contemplation,a69b9b8e45314b118f51e8efc08d8148,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:a69b9b8e45314b118f51e8efc08d8148.png
The Planet of Computational Flora,97b99170962e484684cc8f5015bb2499,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:97b99170962e484684cc8f5015bb2499.png
The Planet of Networked Play,2a1a54caae94499aa5cbb48666a44155,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:2a1a54caae94499aa5cbb48666a44155.png
The Planet of Circular Fauna,500a5dca7e3f4007b2dd1769a0fc9ea9,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:500a5dca7e3f4007b2dd1769a0fc9ea9.png
The Planet of Cryptographic Contemplation,d464c522ea7849e8b378fb49958ca3bf,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d464c522ea7849e8b378fb49958ca3bf.png
The Planet of Adaptive Computation,2106027edf59451fab7d75af2371df90,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:2106027edf59451fab7d75af2371df90.png
The Planet of Reinforcing Societies,80f232d1c8df428d82c9815e1d575cb0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:80f232d1c8df428d82c9815e1d575cb0.png
The Planet of Reinforcing Functions,d7fa8dd15cfe4b99a64332c11046ef2f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:d7fa8dd15cfe4b99a64332c11046ef2f.png
The Planet of Complex Feedback,24520a6248ab4136bf976b56d55edff0,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:24520a6248ab4136bf976b56d55edff0.png
The Planet of Flourishing Agents,742e743b22534f8a9421a8bf0c434ec3,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:742e743b22534f8a9421a8bf0c434ec3.png
The Planet of Harmonious Complexity,f497dbdfd8f64ac2b6ca2527d004ea4e,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:f497dbdfd8f64ac2b6ca2527d004ea4e.png
The Planet of Biological Networks,86fe73e5e97c4b4abd5c32ee439641ef,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:86fe73e5e97c4b4abd5c32ee439641ef.png
The Planet of Controlled Governance,16d2f77958244c4da3953615ecafd647,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:16d2f77958244c4da3953615ecafd647.png
The Planet of Anarchic Languages,b5d7048e97fe4ca0a3a15b11a7b55249,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b5d7048e97fe4ca0a3a15b11a7b55249.png
The Planet of Social Utopia,b34953a07b1e4369a6cec76b7715cca5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:b34953a07b1e4369a6cec76b7715cca5.png
The Planet of Artistic Feedback,2a6e2e6b75b549eea017171f0b5b0d42,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:2a6e2e6b75b549eea017171f0b5b0d42.png
The Planet of Cybernetic Production,355de3de40ac4c298339f4ad910a9bcb,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:355de3de40ac4c298339f4ad910a9bcb.png
The Planet of Variable Fauna,fb8c4437a30f418c9d3bec403a508c68,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:fb8c4437a30f418c9d3bec403a508c68.png
The Planet of Variable Play,04e035ad769e400cad95ec9928abd546,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:04e035ad769e400cad95ec9928abd546.png
The Planet of Networked Complexity,4ecb9fd6dbf04b0eb1a68e740ac3351f,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4ecb9fd6dbf04b0eb1a68e740ac3351f.png
The Planet of Systemic Fauna,cca84a858d0f4a1da83bf1bb7c7a7c61,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:cca84a858d0f4a1da83bf1bb7c7a7c61.png
The Planet of Meta Friendship,81e6cc9ecf484c738728ee393ef580d1,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:81e6cc9ecf484c738728ee393ef580d1.png
The Planet of Cybernetic Networks,6e7e7c00747e45e58e14a54d7f8b7fda,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:6e7e7c00747e45e58e14a54d7f8b7fda.png
The Planet of Meta Functions,8b85a9b123b0461f888a79d6d219ea2a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:8b85a9b123b0461f888a79d6d219ea2a.png
The Planet of Social Chaos,49517c4ff56842aca7b0be288b73c30c,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:49517c4ff56842aca7b0be288b73c30c.png
The Planet of Looping Varieties,1202d64d884b4ec3958b349ba56b46b2,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:1202d64d884b4ec3958b349ba56b46b2.png
The Planet of Economic Agents,08af21038f684e99b3c347bc4d42c762,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:08af21038f684e99b3c347bc4d42c762.png
The Planet of Cognitive Networks,4cb0246373b34b7f84866cbe22788cf5,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:4cb0246373b34b7f84866cbe22788cf5.png
The Planet of Looping Functions,21430f2a6c66406391330aa662627e2a,Macintosh HD:Users:provolot:Dropbox:_Projects:2017 Projects:Cybernetics_Library_Slips:CyberneticNameBadges:data:output:21430f2a6c66406391330aa662627e2a.png
